query,ground_truth,prediction,chunk_size,overlap,top_k,reranking,prompt_type,f1,em,faithfulness,citation_acc,context_recall,context_precision,latency,not_found
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,Not found,256,32,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.36770129203796387,1
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,Not found,256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.36376452445983887,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"Not found. None of the provided sources explicitly state the color used to emphasize the 50th anniversary of the Super Bowl. The sources only mention gold-themed initiatives and the use of Arabic numerals in the logo, but do not specifically mention a particular color.",256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.6803867816925049,1
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found,256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3607306480407715,1
What is the AFC short for?,American Football Conference,AFC stands for American Football Conference. It is supported by multiple sources ([1]-[5]) in the context of Super Bowl 50.,256,32,5,embedding,strict,0.1739130434782609,0,0,1.0,1,1.0,0.5331971645355225,0
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found.,256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3789975643157959,1
What day was the Super Bowl played on?,"February 7, 2016","Not found. None of the provided text sources specifically state the day of the week the Super Bowl was played on, only the date February 7, 2016.",256,32,5,embedding,strict,0.13333333333333333,0,0,0.0,1,1.0,0.565093994140625,1
Who won Super Bowl 50?,Denver Broncos,The winner of Super Bowl 50 is the Denver Broncos.,256,32,5,embedding,strict,0.16666666666666669,0,1,0.0,1,1.0,0.4326605796813965,0
What venue did Super Bowl 50 take place in?,Levi's Stadium,Not found,256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3726072311401367,1
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found,256,32,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.36551904678344727,1
Super Bowl 50 decided the NFL champion for what season?,2015,"STRICT:

The NFL champion for the 2015 season was determined by Super Bowl 50.",256,32,5,embedding,strict,0.13333333333333333,0,0,0.0,1,1.0,0.48426055908203125,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,Not found.,256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.36935853958129883,1
What city did Super Bowl 50 take place in?,Santa Clara,Not found,256,32,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.36579012870788574,1
What was the final score of Super Bowl 50? ,24–10,24-10.,256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3759641647338867,0
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016",Not found,256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.365966796875,1
What year was Super Bowl 50?,2015,"Not found. The question asks for a specific year, but the provided context does not mention it. However, according to the text, Super Bowl 50 was played on February 7, 2016.",256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.6138784885406494,1
What team was the AFC champion?,Denver Broncos,Not found.,256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3746049404144287,1
What team was the NFC champion?,Carolina Panthers,Not found,256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3577382564544678,1
Who won Super Bowl 50?,Denver Broncos,Not found.,256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3711097240447998,1
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the 2015 season.,256,32,5,embedding,strict,0.16666666666666669,0,1,0.0,1,1.0,0.4503788948059082,0
Which team won Super Bowl 50.,Denver Broncos,"Not found. The question is fully supported by all five context sources, which confirm that the Denver Broncos won Super Bowl 50 by defeating the Carolina Panthers 24-10.",256,32,5,embedding,strict,0.13333333333333333,0,0,0.0,1,1.0,0.588019847869873,1
The name of the NFL championship game is?,Super Bowl,Not found.,256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3683493137359619,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,Not found. None of the given texts specifically mention a 2015 NFL team that won the AFC playoff.,256,32,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.4957096576690674,1
Where did Super Bowl 50 take place?,"Santa Clara, California","The location where Super Bowl 50 took place is Levi's Stadium in the San Francisco Bay Area at Santa Clara, California [1], [2], [3], [4], and [5].",256,32,5,embedding,citation,0.19999999999999998,0,1,1.0,1,1.0,0.6088526248931885,0
Which NFL team won Super Bowl 50?,Denver Broncos,"The NFL team that won Super Bowl 50 is the Denver Broncos [1], [2], [3], [4], and [5].",256,32,5,embedding,citation,0.19999999999999998,0,1,1.0,1,1.0,0.5330705642700195,0
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"Not found. The provided context only mentions that the league emphasized gold-themed initiatives for the 50th anniversary, but does not specify a particular color used to emphasize it.",256,32,5,embedding,citation,0.0,0,0,0.0,1,1.0,0.5681366920471191,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. The context only provides information about the game itself, but not a specific theme for Super Bowl 50.",256,32,5,embedding,citation,0.0,0,0,0.0,1,1.0,0.505234956741333,1
What is the AFC short for?,American Football Conference,"[1], [2], [3], [4], and [5] all mention the American Football Conference (AFC), but none specifically state what it stands for. However, based on general knowledge, AFC is likely an abbreviation for ""American Football Conference"".",256,32,5,embedding,citation,0.15789473684210528,0,1,1.0,1,1.0,0.6897294521331787,0
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found.,256,32,5,embedding,citation,0.0,0,0,0.0,1,1.0,0.3660435676574707,1
What day was the Super Bowl played on?,"February 7, 2016","The day the Super Bowl was played on is February 7, according to [1], [2], [3], [4], and [5].",256,32,5,embedding,citation,0.18181818181818182,0,0,1.0,1,1.0,0.5496110916137695,0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"[5] If Roman numerals were used, Super Bowl 50 would have been called ""Super Bowl L"". [1], [2], [3], [4], and [5] all confirm that the league temporarily suspended the tradition of naming each Super Bowl game with Roman numerals for the 50th anniversary, resulting in the use of Arabic numerals 50 instead.",256,32,5,embedding,citation,0.07142857142857142,0,0,1.0,1,1.0,0.8400399684906006,0
Super Bowl 50 decided the NFL champion for what season?,2015,"The NFL champion for the 2015 season. [1], [2], [3], [4], and [5] all confirm that Super Bowl 50 decided the champion of the National Football League (NFL) for the 2015 season.",256,32,5,embedding,citation,0.06060606060606061,0,0,1.0,1,1.0,0.6707618236541748,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,Not found.,256,32,5,embedding,citation,0.0,0,0,0.0,1,1.0,0.3753955364227295,1
What city did Super Bowl 50 take place in?,Santa Clara,"The city where Super Bowl 50 took place is Santa Clara, California. According to [1], [2], [3], [4], and [5], Levi's Stadium in the San Francisco Bay Area at Santa Clara, California was the location of Super Bowl 50.",256,32,5,embedding,citation,0.048780487804878044,0,1,1.0,1,1.0,0.7058131694793701,0
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was not explicitly mentioned in the provided context. However, it is stated that the Denver Broncos defeated the Carolina Panthers with a score of 24-10. 

No additional information was found to confirm this as the final answer.

Not found",256,32,5,embedding,citation,0.0,0,1,0.0,1,1.0,0.7027146816253662,1
What year was Super Bowl 50?,2015,"The year was 2016. 

[1], [2], [3], [4], and [5] all state the game was played in 2016, but only explicitly mention a specific year for one source: Not found",256,32,5,embedding,citation,0.0,0,1,1.0,1,1.0,0.651167631149292,1
What team was the AFC champion?,Denver Broncos,"The AFC champion was the Denver Broncos. [1], [2], [3], [4], and [5] all mention that the Denver Broncos were the American Football Conference (AFC) champion in Super Bowl 50.",256,32,5,embedding,citation,0.125,0,1,1.0,1,1.0,0.6388716697692871,0
What team was the NFC champion?,Carolina Panthers,"Not found. The text does not mention a team being the NFC champion, only the NFC champion being Carolina Panthers in Super Bowl 50 [1], [2], [3], [4], and [5].",256,32,5,embedding,citation,0.125,0,1,1.0,1,1.0,0.6256265640258789,1
Super Bowl 50 determined the NFL champion for what season?,2015,"The NFL champion for the 2015 season was determined by Super Bowl 50 [1], [2], [3], [4], and [5].",256,32,5,embedding,citation,0.1,0,1,1.0,1,1.0,0.5565910339355469,0
The name of the NFL championship game is?,Super Bowl,"Not found. The text does not mention the name of the NFL championship game. It only mentions Super Bowl 50, which is the 50th championship game played by the NFL, but it does not provide information on the name of the game itself.",256,32,5,embedding,citation,0.08888888888888888,0,1,0.0,1,1.0,0.6744251251220703,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,Not found.,256,32,5,embedding,citation,0.0,0,0,0.0,1,1.0,0.37243175506591797,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"There is no mention of a specific color being used to emphasize the 50th anniversary of the Super Bowl in the provided context. However, gold is mentioned as a theme for various gold-themed initiatives, but it's not specified as the dominant or prominent color used.",256,32,5,cross,baseline,0.04347826086956522,0,1,0.0,1,1.0,0.7197480201721191,0
What was the theme of Super Bowl 50?,"""golden anniversary""","There is no explicit mention of a theme for Super Bowl 50 in the provided context. The text primarily focuses on the details of the game, such as the teams involved, the score, and the location of the event. However, it does mention that the league emphasized the ""golden anniversary"" with various gold-themed initiatives, but it does not explicitly state what the theme was for the game itself.",256,32,5,cross,baseline,0.05714285714285715,0,1,0.0,1,1.0,0.889641523361206,0
What was the theme of Super Bowl 50?,"""golden anniversary""","There is no explicit mention of a theme in the context provided. However, it can be inferred that the theme was likely related to the ""golden anniversary"" of Super Bowl 50, given the league's emphasis on gold-themed initiatives and the temporary suspension of naming each game with Roman numerals (Super Bowl L).",256,32,5,cross,baseline,0.07407407407407407,0,1,0.0,1,1.0,0.7819087505340576,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The Denver Broncos secured their third Super Bowl title in 2016, but the year is not specified. However, based on the context, we can deduce that it was the 2015 NFL season, as stated in all five passages.",256,32,5,cross,baseline,0.05128205128205127,0,1,0.0,1,1.0,0.716127872467041,0
What was the final score of Super Bowl 50? ,24–10,"The final score was Denver Broncos 24, Carolina Panthers 10.",256,32,5,cross,baseline,0.0,0,1,0.0,1,1.0,0.47271203994750977,0
What year was Super Bowl 50?,2015,The year was 2015.,256,32,5,cross,baseline,0.0,0,1,0.0,1,1.0,0.4260823726654053,0
The name of the NFL championship game is?,Super Bowl,"There is no answer to be derived from the provided context, as all five passages provide identical information and do not contain a question about the name of the NFL championship game.",256,32,5,cross,baseline,0.0,0,1,0.0,1,1.0,0.6017897129058838,0
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,Not found.,256,32,5,cross,strict,0.0,0,0,0.0,1,1.0,0.39782261848449707,1
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,Not found,256,32,5,cross,strict,0.0,0,1,0.0,1,1.0,0.4115595817565918,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Not found,256,32,5,cross,strict,0.0,0,1,0.0,1,1.0,0.40357089042663574,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. None of the sources provide a specific theme for Super Bowl 50, but they all describe its significance and details about the game.",256,32,5,cross,strict,0.0,0,0,0.0,1,1.0,0.5765764713287354,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. None of the sources provided specify a theme for Super Bowl 50, but rather focus on the event's significance as the 50th Super Bowl and the league's gold-themed initiatives.",256,32,5,cross,strict,0.0,0,1,0.0,1,1.0,0.652132511138916,1
What does AFC stand for?,American Football Conference,NOT FOUND,256,32,5,cross,strict,0.0,0,0,0.0,1,1.0,0.4115440845489502,1
What day was the Super Bowl played on?,"February 7, 2016","Not found. None of the provided sources mention a specific day for a previous Super Bowl besides Super Bowl 50, but do not provide information on other days.",256,32,5,cross,strict,0.0,0,0,0.0,1,1.0,0.6016314029693604,1
Who won Super Bowl 50?,Denver Broncos,Not found,256,32,5,cross,strict,0.0,0,0,0.0,1,1.0,0.39452648162841797,1
What city did Super Bowl 50 take place in?,Santa Clara,Not found,256,32,5,cross,strict,0.0,0,1,0.0,1,1.0,0.4005696773529053,1
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"Not found. The text only mentions what the game was called in terms of its numerical designation, but does not specify how it would have been designated if Roman numerals were used (i.e., ""Super Bowl L"").",256,32,5,cross,strict,0.05128205128205128,0,1,0.0,1,1.0,0.6800658702850342,1
Super Bowl 50 decided the NFL champion for what season?,2015,"STRICT:

The Super Bowl champion for the 2015 season was determined by Super Bowl 50, which was played on February 7, 2016.",256,32,5,cross,strict,0.08695652173913045,0,1,0.0,1,1.0,0.6194689273834229,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,Not found.,256,32,5,cross,strict,0.0,0,1,0.0,1,1.0,0.4254276752471924,1
What was the final score of Super Bowl 50? ,24–10,The final score was 24-10 in favor of the Denver Broncos.,256,32,5,cross,strict,0.0,0,0,0.0,1,1.0,0.48778533935546875,0
What year was Super Bowl 50?,2015,"Not found. The provided sources only mention the year Super Bowl 50 was played, but not specifically what the year is.",256,32,5,cross,strict,0.0,0,1,0.0,1,1.0,0.5740749835968018,1
What team was the AFC champion?,Denver Broncos,Not found,256,32,5,cross,strict,0.0,0,1,0.0,1,1.0,0.40640950202941895,1
What team was the NFC champion?,Carolina Panthers,Not found.,256,32,5,cross,strict,0.0,0,1,0.0,1,1.0,0.40113186836242676,1
Who won Super Bowl 50?,Denver Broncos,The winner of Super Bowl 50 is the Denver Broncos.,256,32,5,cross,strict,0.16666666666666669,0,0,0.0,1,1.0,0.45073580741882324,0
Super Bowl 50 determined the NFL champion for what season?,2015,"Not found. However, I can provide a summary of the information:

According to [1] through [5], Super Bowl 50 determined the NFL champion for the 2015 season, with the Denver Broncos defeating the Carolina Panthers and earning their third Super Bowl title on February 7, 2016.",256,32,5,cross,strict,0.042553191489361694,0,1,1.0,1,1.0,0.7712292671203613,1
Where was Super Bowl 50 held?,"Santa Clara, California.",Not found,256,32,5,cross,strict,0.0,0,1,0.0,1,1.0,0.3963909149169922,1
The name of the NFL championship game is?,Super Bowl,"Not found. The context only describes the name of the game in a general sense, but does not provide specific details about what the championship game is called. It mentions the Roman numeral system for naming Super Bowls being temporarily suspended, but does not specify a name for this particular game.",256,32,5,cross,strict,0.03773584905660377,0,1,0.0,1,1.0,0.749840259552002,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,Not found.,256,32,5,cross,strict,0.0,0,0,0.0,1,1.0,0.40130066871643066,1
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,"[1] [2] [3] [4] [5]

The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.",256,32,5,cross,citation,0.09090909090909091,0,1,1.0,1,1.0,0.5980935096740723,0
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,"Not found. There is no statement indicating which NFL team represented the NFC at Super Bowl 50, but it is stated that the Denver Broncos defeated the Carolina Panthers to earn their third Super Bowl title [1], [2], [3], [4], and [5].",256,32,5,cross,citation,0.0909090909090909,0,1,1.0,1,1.0,0.7246811389923096,1
Which NFL team won Super Bowl 50?,Denver Broncos,"[1], [2], [3], [4], and [5] all state that Denver Broncos defeated the Carolina Panthers 24-10. According to [1], [2], [3], [4], and [5], which are identical, it is clear that Denver Broncos won Super Bowl 50.",256,32,5,cross,citation,0.10256410256410257,0,0,1.0,1,1.0,0.7835221290588379,0
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"The color used to emphasize the 50th anniversary of the Super Bowl is not explicitly stated in the provided context. The context mentions various gold-themed initiatives, but it does not specifically mention a particular color being used for this purpose [1-5]. Therefore, I cannot provide an answer based on the given context.",256,32,5,cross,citation,0.0,0,1,0.0,1,1.0,0.7871003150939941,0
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found.,256,32,5,cross,citation,0.0,0,0,0.0,1,1.0,0.39539670944213867,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. The provided context only provides information about the game itself, but not its theme.",256,32,5,cross,citation,0.0,0,0,0.0,1,1.0,0.5185387134552002,1
Who won Super Bowl 50?,Denver Broncos,The winner of Super Bowl 50 was the Denver Broncos.,256,32,5,cross,citation,0.16666666666666669,0,0,0.0,1,1.0,0.4724128246307373,0
What venue did Super Bowl 50 take place in?,Levi's Stadium,"Levi's Stadium in the San Francisco Bay Area at Santa Clara, California [1], [2], [3], [4], and [5].",256,32,5,cross,citation,0.19999999999999998,0,1,1.0,1,1.0,0.584404706954956,0
What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California [1], [2], [3], [4], and [5]",256,32,5,cross,citation,0.1818181818181818,0,0,1.0,1,1.0,0.5292189121246338,0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found.,256,32,5,cross,citation,0.0,0,1,0.0,1,1.0,0.40102243423461914,1
Super Bowl 50 decided the NFL champion for what season?,2015,"The season for which Super Bowl 50 decided the NFL champion is the 2015 season. [1], [2], [3], [4], and [5].",256,32,5,cross,citation,0.0909090909090909,0,1,1.0,1,1.0,0.6081576347351074,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The Denver Broncos secured a Super Bowl title for the third time in [3], [4], and [5] states that Super Bowl 50 was their third Super Bowl title, but do not specify the year.",256,32,5,cross,citation,0.0,0,0,1.0,1,1.0,0.6714928150177002,0
What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California [1], [2], [3], [4], and [5].",256,32,5,cross,citation,0.1818181818181818,0,1,1.0,1,1.0,0.5201983451843262,0
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was not explicitly stated in the provided context. However, it is mentioned that the Denver Broncos defeated the Carolina Panthers with a score of 24-10 [1], [2], [3], [4], and [5].",256,32,5,cross,citation,0.0,0,1,1.0,1,1.0,0.7432382106781006,0
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","According to [1], [2], [3], [4], and [5], Super Bowl 50 took place on February 7, 2016. The exact day of the week is not mentioned in the provided context, but it can be inferred that it was a Sunday (the typical day for Super Bowls) as it is not specified otherwise.",256,32,5,cross,citation,0.07272727272727274,0,1,1.0,1,1.0,0.840324878692627,0
What year was Super Bowl 50?,2015,"2016 [1], [2], [3], [4], [5]",256,32,5,cross,citation,0.0,0,1,1.0,1,1.0,0.4933435916900635,0
What team was the AFC champion?,Denver Broncos,"The AFC champion was the Denver Broncos. [1], [2], [3], [4], and [5] all state this fact, as they are identical text blocks describing Super Bowl 50.",256,32,5,cross,citation,0.06896551724137931,0,1,1.0,1,1.0,0.6596391201019287,0
What team was the NFC champion?,Carolina Panthers,"[1], [2], [3], [4], and [5] all state that the Denver Broncos were the AFC champion, but do not explicitly mention them as the NFC champion. However, it is implied that the NFC champion was the Carolina Panthers, as they are mentioned separately from the Broncos in each context.

Therefore, based on the provided context, Not found.",256,32,5,cross,citation,0.033898305084745756,0,1,1.0,1,1.0,0.8693890571594238,1
Super Bowl 50 determined the NFL champion for what season?,2015,"The season for which Super Bowl 50 determined the NFL champion is the 2015 season [1], [2], [3], [4], and [5].",256,32,5,cross,citation,0.0909090909090909,0,0,1.0,1,1.0,0.6135334968566895,0
The name of the NFL championship game is?,Super Bowl,"Not found. There is no explicit mention of the name of the NFL championship game in the provided context. However, it can be inferred that the term ""NFL championship game"" refers to Super Bowl 50, as it is stated that Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season [1-5].",256,32,5,cross,citation,0.06153846153846154,0,0,0.0,1,1.0,0.8771922588348389,1
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,"The NFC team represented at Super Bowl 50 is not mentioned in the provided context. The text only mentions the AFC champion Denver Broncos and the NFC champion Carolina Panthers, but does not explicitly state which team represented the NFC.",256,32,10,off,baseline,0.047619047619047616,0,1,0.0,1,1.0,0.6250052452087402,0
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Gold.,256,32,10,off,baseline,0.0,0,1,0.0,1,1.0,0.36359095573425293,0
What was the theme of Super Bowl 50?,"""golden anniversary""","There is no explicit mention of a theme in the provided context. However, it can be inferred that the game's focus was on the league's 50th anniversary and the ""golden anniversary"" celebrations, as mentioned in sentences 1-5.",256,32,10,off,baseline,0.10256410256410257,0,1,0.0,1,1.0,0.6694459915161133,0
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary"", and it involved various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals.",256,32,10,off,baseline,0.058823529411764705,0,1,0.0,1,1.0,0.596534013748169,0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,L.,256,32,10,off,baseline,0.0,0,0,0.0,1,1.0,0.36141014099121094,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The text does not provide a specific year for when the Denver Broncos secured their third Super Bowl title. It only mentions that they earned their third Super Bowl title in Super Bowl 50, which was played on February 7, 2016, during the 2015 season.",256,32,10,off,baseline,0.04347826086956522,0,0,0.0,1,1.0,0.6981663703918457,0
What was the final score of Super Bowl 50? ,24–10,"The final score was Denver Broncos 24, Carolina Panthers 10.",256,32,10,off,baseline,0.0,0,0,0.0,1,1.0,0.4343242645263672,0
What year was Super Bowl 50?,2015,The year was 2016.,256,32,10,off,baseline,0.0,0,0,0.0,1,1.0,0.38688158988952637,0
Super Bowl 50 determined the NFL champion for what season?,2015,The champion of the National Football League (NFL) for the 2015 season.,256,32,10,off,baseline,0.15384615384615385,0,0,0.0,1,1.0,0.4442894458770752,0
The name of the NFL championship game is?,Super Bowl,"The answer is not explicitly stated in the provided context. However, since all five passages are identical and contain the number 50 in multiple places, it can be inferred that the name of the game being referred to in this question is likely ""Super Bowl L"" or simply ""L"", as indicated in the text where it states that the league temporarily suspended the tradition of naming each Super Bowl game with Roman numerals.",256,32,10,off,baseline,0.05333333333333332,0,1,0.0,1,1.0,0.8711533546447754,0
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,Not found.,256,32,10,off,strict,0.0,0,1,0.0,1,1.0,0.362825870513916,1
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,Not found.,256,32,10,off,strict,0.0,0,0,0.0,1,1.0,0.3681962490081787,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Not found,256,32,10,off,strict,0.0,0,1,0.0,1,1.0,0.36240291595458984,1
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found,256,32,10,off,strict,0.0,0,0,0.0,1,1.0,0.35858988761901855,1
What day was the game played on?,"February 7, 2016","Not found. None of the provided sources provide a specific day, only the date (February 7, 2016). The question asks for the ""day"" played on which typically implies a specific day of the week.",256,32,10,off,strict,0.05405405405405406,0,1,0.0,1,1.0,0.6406340599060059,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. The theme of a Super Bowl is typically related to sports, entertainment, or cultural phenomena, but none of these sources provide explicit information about the specific theme of Super Bowl 50.",256,32,10,off,strict,0.0,0,0,0.0,1,1.0,0.5908942222595215,1
What day was the Super Bowl played on?,"February 7, 2016","Not found. The information about the day the Super Bowl was played on is explicitly stated in all five sources, but I can provide it to you:

The Super Bowl was played on February 7, 2016.",256,32,10,off,strict,0.10256410256410256,0,0,0.0,1,1.0,0.6171188354492188,1
Who won Super Bowl 50?,Denver Broncos,"Not found. The text does not contain a statement about who won Super Bowl 50, only that the Denver Broncos defeated the Carolina Panthers in the game.",256,32,10,off,strict,0.13793103448275862,0,1,0.0,1,1.0,0.5521488189697266,1
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found,256,32,10,off,strict,0.0,0,0,0.0,1,1.0,0.36418795585632324,1
Super Bowl 50 decided the NFL champion for what season?,2015,"STRICT: The answer is fully supported by all sources. 

The NFL champion for the 2015 season was determined in Super Bowl 50, which was played on February 7, 2016, at Levi's Stadium in Santa Clara, California.",256,32,10,off,strict,0.05405405405405406,0,0,0.0,1,1.0,0.680109977722168,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,Not found,256,32,10,off,strict,0.0,0,1,0.0,1,1.0,0.369265079498291,1
What city did Super Bowl 50 take place in?,Santa Clara,Not found,256,32,10,off,strict,0.0,0,0,0.0,1,1.0,0.3638651371002197,1
What was the final score of Super Bowl 50? ,24–10,"Not found. While all sources mention the final score, only source [3] mentions the final score in its first paragraph and no other source has this information in its text but they do all have it listed as a separate section or table that says ""Game summary"" which lists the game details including the final score with [1] stating Denver Broncos defeated Carolina Panthers 24-10.",256,32,10,off,strict,0.0,0,0,1.0,1,1.0,0.8433258533477783,1
What year was Super Bowl 50?,2015,The year Super Bowl 50 was played is 2016.,256,32,10,off,strict,0.0,0,1,0.0,1,1.0,0.4246351718902588,0
What team was the AFC champion?,Denver Broncos,Not found.,256,32,10,off,strict,0.0,0,0,0.0,1,1.0,0.37839412689208984,1
What team was the NFC champion?,Carolina Panthers,"Not found. None of the provided texts specify which team won the NFC championship in Super Bowl 50, only that it was played between the AFC champion Denver Broncos and the NFC champion Carolina Panthers.",256,32,10,off,strict,0.05405405405405405,0,1,0.0,1,1.0,0.5889468193054199,1
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the 2015 season.,256,32,10,off,strict,0.16666666666666669,0,0,0.0,1,1.0,0.44019460678100586,0
Where was Super Bowl 50 held?,"Santa Clara, California.",Not found,256,32,10,off,strict,0.0,0,0,0.0,1,1.0,0.36425304412841797,1
The name of the NFL championship game is?,Super Bowl,Not found.,256,32,10,off,strict,0.0,0,0,0.0,1,1.0,0.3584606647491455,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,Not found,256,32,10,off,strict,0.0,0,1,0.0,1,1.0,0.3559567928314209,1
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,"The team that represented the AFC at Super Bowl 50 was the Denver Broncos, [1], [2], [3], [4], and [5].",256,32,10,off,citation,0.09090909090909091,0,1,1.0,1,1.0,0.5512235164642334,0
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,"[1] [2] [3] [4] [5]

The NFC representative at Super Bowl 50 was the Carolina Panthers.",256,32,10,off,citation,0.1111111111111111,0,0,1.0,1,1.0,0.5225276947021484,0
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"Not found. The context does not mention a specific color being used to emphasize the 50th anniversary of the Super Bowl, except for mentioning gold-themed initiatives [1], [2], [3], [4], and [5].",256,32,10,off,citation,0.0,0,1,1.0,1,1.0,0.6493966579437256,1
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found.,256,32,10,off,citation,0.0,0,0,0.0,1,1.0,0.36241793632507324,1
What day was the game played on?,"February 7, 2016","February 7, [1], [2], [3], [4], and [5] states that the game was played on February 7, 2016.",256,32,10,off,citation,0.1904761904761905,0,0,1.0,1,1.0,0.5730540752410889,0
What is the AFC short for?,American Football Conference,"[1], [2], [3], [4], and [5] all mention the American Football Conference (AFC) in relation to Super Bowl 50. According to these sources, AFC is an abbreviation for the American Football Conference.",256,32,10,off,citation,0.17142857142857143,0,1,1.0,1,1.0,0.6576023101806641,0
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found.,256,32,10,off,citation,0.0,0,1,0.0,1,1.0,0.36983323097229004,1
What day was the Super Bowl played on?,"February 7, 2016","February 7 [1], [2], [3], [4], and [5]",256,32,10,off,citation,0.18181818181818182,0,1,1.0,1,1.0,0.4721794128417969,0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,[1] Not found,256,32,10,off,citation,0.0,0,0,1.0,1,1.0,0.3775033950805664,1
Super Bowl 50 decided the NFL champion for what season?,2015,"The season for which Super Bowl 50 decided the NFL champion is the 2015 season [1], [2], [3], [4], and [5].",256,32,10,off,citation,0.0909090909090909,0,1,1.0,1,1.0,0.5614595413208008,0
